obs_ID,observer,year,nest,file_name,type,ex_non_ID,pair_ID,start_time_video,capture,cage,sex,sound_ok,bill_call_visible,reality_dt,video_dt,timespan_before_presence,dt_1st_presence,type_p,dt_1st_call,first_who,reply,call_how_many,call_o_alone ,call_o_pres_arrive ,call_c_pres_arrive,dt_1st_flyoff,number_flyoff,duration_flyoff,dt_arrive,type_a,direction_a,with_calling,o_replies,call_c_int,call_o_int,call_int_1,dt_left,type_l,call_left,current_bout,next_bout,pushoff_int,left_before_presence,call_int_c2,dt_on,call_int_c3,abnormality,file_name_new,comments
110,cm,2012,s705,00DJTAS0 to 00DJV9V0,ex,2,45,2012-Jun-14 07:51:11,n,n,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:37,2012-Jun-14 08:20:48,v,2012-Jun-14 08:02:25,o,n,3,3,NA,NA,NA,0,0,2012-Jun-14 08:20:48,w,r,n,n,3,0,2,2012-Jun-14 08:20:56,wf,n,595.8333333,364.0333333,2,n,2,2012-Jun-14 08:21:11,0,n,s705_2012_Jun_14_08-21-11,
111,cm,2012,s705,00DKHPH0 to 00DKKHA0,ex,3,46,2012-Jun-14 13:55:13,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:20,2012-Jun-14 14:24:33,v,2012-Jun-14 14:06:38,o,n,2,2,NA,NA,NA,0,0,2012-Jun-14 14:24:33,w,b,n,n,3,0,3,2012-Jun-14 14:25:13,wf,n,364.0333333,251.3833333,3,n,1,2012-Jun-14 14:25:13,0,n,s705_2012_Jun_14_14-25-13,wind; incoming bird has to push incubating bird away to take over incubation
112,cm,2012,s705,00DL1GK0 to 00DL39I0,ex,4,,2012-Jun-14 18:06:47,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-14 18:36:18,v,2012-Jun-14 18:16:41,o,n,5,5,NA,NA,2012-Jun-14 18:13:48,1,0:03:57,2012-Jun-14 18:36:18,f,l,n,n,2,3,3,2012-Jun-14 18:36:36,wf,y,251.3833333,325.833,2,n,0,2012-Jun-14 18:36:47,0,n,s705_2012_Jun_14_18-36-47,incubating bird took a while until it got off nest even though new bird was standing right next to it calling
297,dt,2012,s705,"00DLKI50, 00DLKI50, 00DLKUR0, 00DLL560, 00DLLBI0,00DLLHT0, 00DLLO90, 00DLLUL0, 00DLM510, 00DLMBC0, 00DLMHO0",ex,5,,2012-Jun-14 23:32:49,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:37,2012-Jun-15 00:02:26,v,2012-Jun-14 23:32:51,o,n,4,4,NA,NA,NA,0,0:00:00,2012-Jun-15 0:02:26,w,b,y,n,3,0,3,2012-Jun-15 00:02:41,wf,n,325.9,557.0333,2,n,3,2012-Jun-15 00:02:49,2,n,,
113,cm,2012,s705,00DMKML0 to 00DMN1V0,ex,6,,2012-Jun-15 08:50:05,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-15 09:19:45,v,2012-Jun-15 08:55:17,o,n,1,1,NA,NA,NA,0,0:00:00,2012-Jun-15 09:19:45,w,l,n,n,3,3,3,2012-Jun-15 09:19:51,wf,NA,556,379.1,2,n,2,2012-Jun-15 09:20:05,0,n,s705_2012_Jun_15_09-20-05,first call of incubating bird very short
114,cm,2012,s705,00DNBGM0 to00DND8K0,ex,7,47,2012-Jun-15 15:09:13,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:31,2012-Jun-15 15:38:44,a,2012-Jun-15 15:28:51,o,n,3,2,0,1,NA,0,0:00:00,2012-Jun-15 15:38:48,w,r,y,y,3,3,3,2012-Jun-15 15:39:11,w,NA,379.1,661.6833333,3,n,2,2012-Jun-15 15:39:13,2,n,s705_2012_Jun_15_15-39-13,incubating bird gets pushed off nest from incoming bird
115,cm,2012,s705,00DOI930 to ooDOK2J0,ex,8,48,2012-Jun-16 02:11:11,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:39,2012-Jun-16 02:40:50,v,2012-Jun-16 02:16:01,o,n,3,3,NA,NA,NA,0,0:00:00,2012-Jun-16 02:40:50,w,l,n,n,3,0,3,2012-Jun-16 02:40:54,w,n,661.6833333,523.5,2,n,0,2012-Jun-16 02:41:11,0,n,s705_2012_Jun_16_02-41-11,
116,cm,2012,s705,00DPGQ30 to 00DPIP40,ex,9,,2012-Jun-16 10:54:49,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-16 11:24:30,v,2012-Jun-16 11:24:31,c,y,NA,NA,NA,NA,NA,0,0:00:00,2012-Jun-16 11:24:30,w,r,n,n,3,3,3,2012-Jun-16 11:24:41,w,y,523.5,577.5166667,3,n,2,2012-Jun-16 11:24:49,3,n,s705_2012_Jun_16_11-24-49,
117,cm,2012,s705,00DQIOV0 to 00DQKIB0,ex,10,,2012-Jun-16 20:32:31,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-16 21:02:12,v,2012-Jun-16 20:42:42,o,n,9,9,NA,NA,NA,0,0:00:00,2012-Jun-16 21:02:12,w,r,n,n,3,0,3,2012-Jun-16 21:02:20,wf,n,577.5166667,610.2833333,2,n,2,2012-Jun-16 21:02:31,0,n,s705_2012_Jun_16_21-02-31,
118,cm,2012,s705,00DRMJP0 to OODROD90,ex,11,,2012-Jun-17 06:43:01,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,,2012-Jun-17 07:12:35,v,2012-Jun-17 06:44:52,o,n,11,11,NA,NA,NA,0,0:00:00,2012-Jun-1707:12:35,w,l,n,n,2,3,3,2012-Jun-17 07:12:48,wf,y,610.2833333,NA,3,n,2,2012-Jun-17 07:13:01,1,n,s705_2012_Jun_17_07-13-01,"incubating bird was ""called off"" the nest"
119,cm,2012,s705,"00DJ11B0, 0DJ17O0, 00DJ1E50, 0DJ1KK0, 0DJ1R20, 00DJ21H0, 00DJ2800, 0DJ2EE0, 0DJ2KS0",non,1,44,2012-Jun-13 23:45:49,n,n,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:49,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
120,cm,2012,s705,"00DKMSJ0, 00DKN2S0, 00DKN950, 00DKNFE0, 00DKNLN0, 00DKNS00, 00DKO290, 00DKO8I0, 00DKOEQ0",non,2,45,2012-Jun-14 15:04:54,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:37,NA,NA,2012-Jun-14 15:04:59,o,n,3,3,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
121,cm,2012,s705,"00DL4LS0, 00DL4S80, 00DL52I0, 00DL58T0, 00DL5F80, 00DL5LG0, 00L5LG0, 00L5RO0, 00DL6210, 00DL6890",non,3,46,2012-Jun-14 19:00:14,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:20,NA,NA,2012-Jun-14 19:27:25,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
122,cm,2012,s705,00DMFBC0 to 00DMGUB0,non,4,47,2012-Jun-15 07:08:30,n,y,f,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:31,NA,NA,2012-Jun-15 07:35:45,o,n,3,3,NA,NA,2012-Jun-15 07:34:35,1,0:01:45,,,,,,,,,,,,NA,NA,,,,,,,,
123,cm,2012,s705,00DP2S20 to 00DP4F30,non,5,48,2012-Jun-16 06:54:00,n,y,m,y,n,2012-Jun-14 08:09:25,2012-Jun-14 08:21:11,0:29:39,NA,NA,2012-Jun-16 07:21:45,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
124,cm,2012,s706,"0BN22I90, 0BN232B0, 0BN23ID0, 0BN242E0",ex,1,49,2012-Jun-17 21:42:10,n,y,f,y,n,,,0:29:29,2012-Jun-17 22:11:39,v,2012-Jun-17 21:42:12,o,n,6,6,NA,NA,NA,0,0,2012-Jun-17 22:11:39,w,f,n,n,2,0,2,2012-Jun-17 22:11:47,wf,y,569.5,696.9,0,n,0,2012-Jun-17 22:12:10,0,n,s706_2012_Jun_17_22-12-10,
125,cm,2012,s706,"0BN3B4S0, 0BN3BKS0, 0BN3C4T0, 0BN3CKT0, 0BN3D4T0, 0BN3DKT0",ex,2,50,2012-Jun-18 09:19:20,n,y,m,y,n,,,0:29:30,2012-Jun-18 09:48:50,b,2012-Jun-18 09:33:10,o,n,7,7,NA,NA,NA,0,0,2012-Jun-18 09:48:50,f,f,y,y,1,2,2,2012-Jun-18 09:49:04,wf,y,696.9,720.9666667,1,n,0,2012-Jun-18 09:49:20,1,n,s706_2012_Jun_18_09-49-20,
126,cm,2012,s706,"0BN4L6R0, 0BN4LMT0, 0BN4M6V0, 0BN4MN00, 0BN4N720, 0BN4NN30",ex,3,,2012-Jun-18 21:20:29,n,y,f,y,n,,,,2012-Jun-18 21:50:10,v,2012-Jun-18 21:50:15,c,n,4,4,NA,NA,NA,0,0,2012-Jun-18 21:50:10,w,r,n,n,3,0,2,2012-Jun-18 21:50:18,w,n,720.9666667,669.85,2,n,2,2012-Jun-18 21:50:29,0,n,s706_2012_Jun_18_21-50-29,strong wind
127,cm,2012,s706,"0BN5T9M0, 0BN5TPJ0, 0BN5U9I0, 0BN5UPG0",ex,4,51,2012-Jun-19 08:30:34,n,y,m,y,n,,,0:29:21,2012-Jun-19 08:59:55,a,2012-Jun-19 08:51:11,o,n,3,3,0,1,NA,0,0,2012-Jun-19 09:00:23,w,r,y,n,3,0,2,2012-Jun-19 09:00:20,wf,n,669.85,588.8166667,0,n,2,2012-Jun-19 09:00:34,0,n,s706_2012_Jun_19_09-00-34,strong wind
128,cm,2012,s706,"0BN6VBO0, 0BN6VRQ0, 0BN70BT0, 0BN70RV0, 0BN71C20",ex,5,52,2012-Jun-19 18:19:34,n,y,f,y,n,,,0:29:36,2012-Jun-19 18:49:10,v,2012-Jun-19 18:33:21,o,n,3,3,NA,NA,NA,0,0,2012-Jun-19 18:49:10,w,r,n,n,3,0,2,2012-Jun-19 18:49:23,f,n,588.8166667,640.2833333,2,n,2,2012-Jun-19 18:49:34,0,n,s706_2012_Jun_19_18-49-34,strong wind
129,cm,2012,s706,"0BN850O0, 0BN85GQ0, 0BN860T0, 0BN86GU0, 0BN87100",ex,6,53,2012-Jun-20 05:00:06,n,y,m,y,n,,,0:29:29,2012-Jun-20 05:29:35,a,2012-Jun-20 05:29:33,o,y,2,1,0,1,NA,0,0,2012-Jun-20 05:29:37,w,l,y,n,3,0,2,2012-Jun-20 05:29:51,wf,n,640.2833333,685.833,2,n,2,2012-Jun-20 05:30:06,0,n,s706_2012_Jun_20_05-30-06,"strong wind; nest was empty when video started, bird arrived at 05:04:45, calling 5 times and was on nest at 05:04:56"
130,cm,2012,s706,"0BN28IR0, 0BN2920, 0BN29J00, 0BN2A310",non,1,49,2012-Jun-17 23:18:50,n,y,m,y,n,,,0:29:29,NA,NA,2012-Jun-17 23:25:52,o,n,2,2,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
131,cm,2012,s706,"0BN304E0, 0BN30KF0, 0BN314H0, 0BN31KI0",non,2,50,2012-Jun-18 06:00:48,n,y,m,y,n,,,0:29:30,NA,NA,2012-Jun-18 06:07:16,o,n,5,5,NA,NA,2012-Jun-18 06:22:03,1,0:01:55,,,,,,,,,,,,NA,NA,,,,,,,,
132,cm,2012,s706,"0BN68PU0, 0BN699V0, 0BN69PV0, 0BN6AA00",non,3,51,2012-Jun-19 11:47:10,n,y,f,y,n,,,0:29:21,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
133,cm,2012,s706,"0BN79T10, 0BN7AD30, 0BN7AT50, 0BN7BD60",non,4,52,2012-Jun-19 21:12:00,n,y,m,y,n,,,0:29:36,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
134,cm,2012,s706,"0BN8K2L0, 0BN8KIN0, 0BN8L2P0, 0BN8LIQ0",non,5,53,2012-Jun-20 09:11:50,n,y,f,y,n,,,0:29:29,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
135,cm,2012,s708,"0BMU54C0, 0BMU63I0",ex,1,54,2012-Jun-16 09:54:15,n,n,f,y,n,,,0:29:04,2012-Jun-16 10:23:19 ,a,2012-Jun-16 10:01:12,o,n,2,1,0,1,NA,0,0,2012-Jun-16 10:23:44,w,r,n,n,1,1,1,2012-Jun-16 10:23:50,wf,n,760.417,708.3666667,1,n,0,2012-Jun-16 10:24:15,0,n,s708_2012_Jun_16_10-24-15,
136,cm,2012,s708,"0BMVDSI0, 0BMVESJ0, 0BMVFSH0",ex,2,55,2012-Jun-16 21:42:48,n,n,m,y,n,,,0:29:39,2012-Jun-16 22:12:27,v,2012-Jun-16 21:52:58,o,n,2,2,NA,NA,NA,0,0,2012-Jun-16 22:12:27,w,r,n,n,NA,NA,2,2012-Jun-16 22:12:37,f,n,708.3666667,793.2833333,1,n,2,2012-Jun-16 22:12:48,0,n,s708_2012_Jun_16_22-12-48,
137,cm,2012,s708,"0BN0SIN0, 0BN0TIM0, 0BN0UIM0",ex,3,56,2012-Jun-17 10:56:20,n,n,f,y,n,,,0:28:38,2012-Jun-17 11:24:58,b,2012-Jun-17 11:23:14,o,n,3,1,1,1,NA,0,0,2012-Jun-17 11:26:02,a,r,y,y,0,1,1,2012-Jun-17 11:26:05,f,y,793.2833333,744.15,0,n,2,2012-Jun-17 11:26:20,2,n,s708_2012_Jun_17_11-26-20,
138,cm,2012,s708,"0BN28E30, 0BN29DV0, 0BN2ADS0",ex,4,57,2012-Jun-17 23:20:43,n,n,m,y,n,,,0:29:43,2012-Jun-17 23:50:18,v,2012-Jun-17 23:25:35,o,n,3,3,0,0,NA,0,0,2012-Jun-17 23:50:18,w,r,n,n,3,0,3,2012-Jun-17 23:50:29,f,n,744.15,700.667,1,n,2,2012-Jun-17 23:50:43,0,n,s708_2012_Jun_17_23-50-43,"a SeSa approached the nest while calling ""3"" at 23:39:06, with wings weirdly spread and it circles the nest and then takes off again, I guess it's a not a bird from the nest"
139,cm,2012,s708,"0BMTQLE0, 0BMTRJO0",non,1,55,2012-Jun-16 06:56:48,n,n,f,y,n,,,0:29:39,NA,NA,2012-Jun-16 07:04:52,o,n,3,3,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
140,cm,2012,s708,"0BMUE270, 0BMUF240",non,2,54,2012-Jun-16 12:27:52,n,n,m,y,n,,,0:29:04,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
141,cm,2012,s708,"0BMVMRK0, 0BMVNRF0",non,3,56,2012-Jun-17 00:04:07,n,n,f,y,n,,,0:28:38,NA,NA,2012-Jun-17 00:10:43,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
142,cm,2012,s708,"0BN0IKI0, 0BN0JK80",non,4,57,2012-Jun-17 07:58:13,n,n,f,y,n,,,0:29:43,NA,NA,2012-Jun-17 08:26:16,o,n,2,2,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,there seems to be another bird calling nearby but I couldn't see it and am not 100% sure that the incubating bird is answering
143,cm,2012,s712,"0BNN7V70, 0BNN9D00, 0BNNABO0",ex,1,58,2012-Jun-25 22:30:13,n,n,f,y,y,2012-Jun-25 23:02:17,2012-Jun-25 23:00:13,0:29:28,2012-Jun-25 22:59:41,a,2012-Jun-25 22:59:41,c,y,2,0,1,1,NA,0,0,2012-Jun-25 22:59:52,f,l,y,n,3,0,2,2012-Jun-25 23:00:01,wf,n,736.9167,743.7166667,1,n,0,2012-Jun-25 23:00:13,0,t,s712_2012_Jun_25_23-00-13,camera is set very close to nest; there are minutes of video missing between 22:33:23 and 22:41:36
144,cm,2012,s712,"0BNOKK30, 0BNOLIH0, 0BNOM5A0",ex,2,59,2012-Jun-26 10:54:09,n,n,m,y,y,2012-Jun-25 23:02:17,2012-Jun-25 23:00:13,0:29:54,2012-Jun-26 11:24:03,v,2012-Jun-26 11:21:32,o,n,6,6,NA,NA,NA,0,0,2012-Jun-26 11:24:03,w,b,y,n,NA,NA,1,2012-Jun-26 11:23:56,f,y,743.7166667,1100.983333,NA,y,1,2012-Jun-26 11:24:09,2,n,s712_2012_Jun_26_11-24-09,"incubating bird left before incoming bird is visible or audible, but it seems that it has been sitting close behind camera, therefore I wrote call_int_c1 = NA, and left_before_presence = 0 "
145,cm,2012,s712,"0BNQKG30, 0BNQL080, 0BNQLUS0, 0BNQM490",ex,3,60,2012-Jun-27 05:15:20,n,n,f,y,y,2012-Jun-25 23:02:17,2012-Jun-25 23:00:13,0:29:37,2012-Jun-27 05:44:57,a,2012-Jun-27 05:44:57,c,n,2,0,0,2,NA,0,0,2012-Jun-27 05:45:05,f,l,y,n,1,0,1,2012-Jun-27 05:45:08,f,y,1100.983333,650.75,1,n,1,2012-Jun-27 05:45:20,0,n,s712_2012_Jun_27_05-45-20,NICE EXAMPLE
146,cm,2012,s712,"0BNRQRA0, 0BNRRQM0, 0BNRS8S0",ex,4,61,2012-Jun-27 16:06:26,n,n,m,y,y,2012-Jun-25 23:02:17,2012-Jun-25 23:00:13,0:29:35,2012-Jun-27 16:36:01,a,2012-Jun-27 16:18:22,o,n,7,7,NA,NA,2012-Jun-27 16:26:12,1,0:02:13,2012-Jun-27 16:36:01,a,b,y,n,0,0,0,2012-Jun-27 16:36:05,f,n,650.75,780.6,0,n,1,2012-Jun-27 16:36:26,2,n,s712_2012_Jun_27_16-36-26,
147,cm,2012,s712,"0BNN1980, 0BNN27J0",non,1,58,2012-Jun-25 20:23:05,n,n,f,y,y,2012-Jun-25 23:02:17,2012-Jun-25 23:00:13,0:29:28,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
148,cm,2012,s712,"0BNOPUB0, 0BNOQSN0",non,2,59,2012-Jun-26 12:30:05,n,n,f,y,y,2012-Jun-25 23:02:17,2012-Jun-25 23:00:13,0:29:54,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
149,cm,2012,s712,"0BNQPQU0, 0BNQQNQ0",non,3,60,2012-Jun-27 06:39:27,n,n,m,y,y,2012-Jun-25 23:02:17,2012-Jun-25 23:00:13,0:29:35,NA,NA,2012-Jun-27 06:58:37,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,is nest heated?
150,cm,2012,s712,"0BNS4TS0, 0BNS5SM0, 0BNS6I70",non,4,61,2012-Jun-27 19:03:23,n,n,f,y,y,2012-Jun-25 23:02:17,2012-Jun-25 23:00:13,0:29:37,NA,NA,2012-Jun-27 19:17:19,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
151,cm,2012,s801,"00065PR0, 00066OE0, 00067MP0",ex,1,62,2000-Jan-03 08:17:17,n,y,f,y,n,2012-Jun-12 17:32:29,2000-Jan-03 07:46:07,0:29:39,2000-Jan-03 08:46:56,a,2000-Jan-03 08:30:16,o,n,2,1,NA,1,NA,0,0,2000-Jan-03 08:47:08,w,r,y,n,2,0,1,2000-Jan-03 08:46:53,wf,n,602.833,596.5666667,0,y,1,2000-Jan-03 08:47:17,1,n,s801_2012_Jun_12_08-47-17,nest heated or feeding bowl? Very windy!
152,cm,2012,s801,"00078NF0, 00079F50, 0007AEG0",ex,2,,2000-Jan-03 18:14:05,n,y,m,y,n,2012-Jun-12 17:32:29,2000-Jan-03 07:46:07,0:16:31,2000-Jan-03 18:43:36,a,2000-Jan-03 18:30:36,c,y,1,0,0,NA,NA,0,0,2000-Jan-03 18:43:50,w,r,n,n,0,3,3,2000-Jan-03 18:43:51,wf,y,596.5666667,596.5333333,2,n,2,2000-Jan-03 18:44:05,2,n,s801_2012_Jun_13_18-44-05,Futterschale
153,cm,2012,s801,"0008B1C0, 0008BV40, 0008CKV0, 0008DIN0",ex,3,63,2000-Jan-04 04:10:52,n,y,f,y,n,2012-Jun-12 17:32:29,2000-Jan-03 07:46:07,0:29:40,2000-Jan-04 04:40:32,v,2000-Jan-04 04:25:33,o,n,2,2,NA,NA,NA,0,0,2000-Jan-04 04:40:32,w,r,n,n,3,3,3,2000-Jan-04 04:40:37,wf,y,596.5333333,573.5,0,n,2,2000-Jan-04 04:40:52,1,n,s801_2012_Jun_13_04:40:52,Futterschale
154,cm,2012,s801,"0BNCS6P0, 0BNCT6N0",ex,4,64,2012-Jun-21 23:56:13,n,y,m,y,y,,,0:29:46,2012-Jun-22 00:25:59,v,2012-Jun-22 00:10:40,o,n,3,3,NA,NA,NA,0,0,2012-Jun-22 00:25:59,w,l,y,y,3,3,3,2012-Jun-22 00:26:06,w,y,695,795.4,3,n,3,2012-Jun-22 00:26:13,2,n,s801_2012_Jun_22_00-26-13,Futterschale
155,cm,2012,s801,"0BNEACD0, 0BNEBBP0, 0BNECAI0",ex,5,65,2012-Jun-22 13:12:04,n,y,f,y,y,,,0:29:17,2012-Jun-22 13:41:21,v,2012-Jun-22 13:41:26,c,n,NA,NA,NA,NA,NA,0,0,2012-Jun-22 13:41:21,w,f,n,n,3,0,3,2012-Jun-22 13:41:30,w,n,795.4,662.083,1,n,2,2012-Jun-22 13:42:04,0,n,s801_2012_Jun_22_13-42-04,Futterschale
156,cm,2012,s801,"0BNGT490, 0BNGU410, 0BNGV3N0",ex,6,66,2012-Jun-23 12:45:37,n,y,f,y,y,,,0:29:38,2012-Jun-23 13:15:15,a,2012-Jun-23 12:45:11,o,n,9,8,0,1,NA,0,0,2012-Jun-23 13:15:26,w,b,y,n,3,0,3,2012-Jun-23 13:15:26,w,n,750.583,309.667,0,n,2,2012-Jun-23 13:15:37,2,n,s801_2012_Jun_23_13-15-37,"Futterschale, incubating bird whisltes a lot between calls"
157,cm,2012,s801,"0007CMD0, 0007DLR0",non,1,62,2000-Jan-03 19:20:00,n,y,m,y,n,2012-Jun-12 17:32:29,2000-Jan-03 07:46:07,0:29:39,NA,NA,2000-Jan-03 19:37:08,o,n,3,3,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,Futterschale
158,cm,2012,s801,"0009UO50, 0009VLS0",non,2,63,2000-Jan-04 18:40:00,n,y,f,y,n,2012-Jun-12 17:32:29,2000-Jan-03 07:46:07,0:29:40,NA,NA,2000-Jan-04 18:53:11,o,n,4,4,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,Futterschale
159,cm,2012,s801,"0BND46E0, 0BND56I0",non,3,64,2012-Jun-22 02:12:00,n,y,f,y,y,,,0:29:46,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,"Futterschale: incubating bird stood up and fed from the feeding plate from 02:30:17 to 02:32:56, it was not on the nest during this time"
160,cm,2012,s801,"0BNF0PJ0, 0BNF1PA0",non,4,65,2012-Jun-22 19:26:00,n,y,m,y,y,,,0:29:17,NA,NA,2012-Jun-22 19:34:51,o,n,7,7,NA,NA,2012-Jun-22 19:33:36,3,0:04:22,,,,,,,,,,,,NA,NA,,,,,,,,Futterschale
161,cm,2012,s801,"0BNFK3O0, 0BNFL3K0",non,5,66,2012-Jun-23 00:56:00,n,y,f,y,y,,,0:29:38,NA,NA,2012-Jun-23 00:57:29,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,"Futterschale, the observation starts about 10 minutes after an exchange!"
162,cm,2012,s805,"000JDEV0, 000JEF30, 000JFF80",ex,1,67,2000-Jan-08 08:52:20,n,y,f,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:37,2000-Jan-08 09:21:57,v,2000-Jan-08 08:52:57,o,n,2,2,NA,NA,NA,0,0,2000-Jan-08 09:21:57,w,b,n,n,2,0,2,2000-Jan-08 09:22:06,wf,n,734.75,743.8666667,2,n,2,2000-Jan-08 09:22:20,0,t,s805_2012_Jun_17_09-22-20,"new Sesa walked to nest and on nest both called together for some seconds ""3"", it's like the new Sesa had to push the incubating bird off the nest"
163,cm,2012,s805,"000KOI40, 000KPI90, 000KQIE0",ex,2,68,2000-Jan-08 21:16:12,n,y,m,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:08,2000-Jan-08 21:45:20,v,2000-Jan-08 21:39:29,o,n,5,5,0,0,NA,0,0,2000-Jan-08 21:45:27,w,f,n,n,2,2,3,2000-Jan-08 21:46:12,wf,n,743.8666667,779.6166667,3,n,3,2000-Jan-08 21:46:12,0,t,s805_2012_Jun_18_21-46-12,
164,cm,2012,s805,"000M6N10, 000M7N70, 000M8NB0",ex,3,69,2000-Jan-09 10:16:15,n,y,f,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:34,2000-Jan-09 10:45:40,a,2000-Jan-09 10:45:40,c,n,1,0,0,1,NA,0,0,2000-Jan-09 10:46:00,w,r,n,n,1,0,1,2000-Jan-09 10:45:49,wf,n,779.6166667,789.1,0,n,1,2000-Jan-09 10:46:15,2,t,s805_2012_Jun_18_10-46-15,
165,cm,2012,s805,"000NLFG0, 000NMEK0, 000NNDQ0",ex,4,70,2000-Jan-09 23:35:21,n,y,m,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:42,2000-Jan-10 00:05:03,v,2000-Jan-10 00:04:43,o,n,1,1,NA,NA,NA,0,0,2000-Jan-10 00:05:03,w,l,n,n,2,NA,3,2000-Jan-10 00:05:21,wf,NA,789.1,700.3666667,3,n,3,2000-Jan-10 00:05:21,0,t,s805_2012_Jun_19_00-05-21," incomig bird had to basically ""wegtreiben"" the incubating bird"
166,cm,2012,s805,"000OUGB0, 000OVGC0, 000POG80",ex,5,71,2000-Jan-10 11:16:04,n,y,f,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:23,2000-Jan-10 11:45:27,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2000-Jan-10 11:45:27,w,r,n,n,0,0,0,2000-Jan-10 11:45:43,wf,n,700.3666667,770.667,0,n,0,2000-Jan-10 11:46:04,2,t,s805_2012_Jun_19_11-46-04,
167,cm,2012,s805,"000J4DD0, 000J5DI0",non,1,67,2000-Jan-08 06:12:00,n,y,f,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:37,NA,NA,2000-Jan-08 06:23:00,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
