obs_ID,observer,year,nest,file_name,type,ex_non_ID,pair_ID,start_time_video,capture,cage,sex,sound_ok,bill_call_visible,reality_dt,video_dt,timespan_before_presence,dt_1st_presence,type_p,dt_1st_call,first_who,reply,call_how_many,call_o_alone ,call_o_pres_arrive ,call_c_pres_arrive,dt_1st_flyoff,number_flyoff,duration_flyoff,dt_arrive,type_a,direction_a,with_calling,o_replies,call_c_int,call_o_int,call_int_1,dt_left,type_l,call_left,current_bout,next_bout,pushoff_int,left_before_presence,call_int_c2,dt_on,call_int_c3,abnormality,file_name_new,comments
168,cm,2012,s805,"000J7DV0, 000J8E60",non,2,68,2000-Jan-08 07:03:30,n,y,f,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:08,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
169,cm,2012,s805,"000LFJ20, 000LGJ30",non,3,69,2000-Jan-09 03:35:00,n,y,f,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:34,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
170,cm,2012,s805,"000ORGA0, 000OSGE0",non,4,71,2000-Jan-10 10:16:44,n,y,f,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:23,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
171,cm,2012,s805,"000P4G10, 000P5G40",non,5,70,2000-Jan-10 12:50:10,n,y,m,y,n,2012-Jun-17 16:27:24,2000-Jan-08 05:03:44,0:29:42,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
172,cm,2012,s817,"0BN4LLE0, 0BN4M9J0, 0BN4N880",ex,1,72,2000-Jan-10 11:16:04,n,y,f,y,n,,,0:29:25,2012-Jun-18 21:46:56,a,2012-Jun-18 21:45:23,o,n,2,1,0,1,NA,0,0,2012-Jun-18 21:47:12,w,r,y,n,3,NA,3,2012-Jun-18 21:47:15,wf,n,NA,571.6,2,n,2,2012-Jun-18 21:47:31,0,n,s817_2012_Jun_18_21-47-31,
173,cm,2012,s817,"0BN5MNS0, 0BN5NLT0, 0BN5O8H0, 0BN5OPD0",ex,2,73,2012-Jun-19 06:49:43,n,y,m,y,n,,,0:22:06,2012-Jun-19 07:18:49,v,2012-Jun-19 07:19:07,un,NA,NA,NA,NA,NA,NA,0,0,2012-Jun-19 07:18:49,f,b,n,n,NA,NA,2,2012-Jun-19 07:19:07,wf,y,571.6,NA,1,n,0,2012-Jun-19 07:19:43,0,t,s817_2012_Jun_19_07-19-43,"video of beginning of observation not working, so observation starts at 06:55:00 instead of 06:48:00,7 minutes missing"
174,cm,2012,s817,"0BN47800, 0BN486L0",non,1,72,2012-Jun-18 17:09:00,n,y,f,y,n,,,0:29:25,NA,NA,2012-Jun-18 17:14:47,o,n ,6,6,NA,NA,2012-Jun-18 17:35:40,1,0:00:14,,,,,,,,,,,,NA,NA,,,,,,,,"incubating bird flew off at 17:35:40 and hit twice the cage,then it sat back on nest at 17:35:54, maybe it wanted tofly-off, so I wrote NA."
175,cm,2012,s817,"0BN63780, 0BN645V0",non,2,73,2012-Jun-19 10:22:00,n,y,f,y,n,,,0:22:06,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
176,cm,2013,s402,"0CLDJHO0, 0CLDKNU0, 0CLDLU40",ex,1,74,2012-Jun-21 09:01:03,n,y,f,y,n,,,0:29:24,2013-Jun-21 09:30:27,a,2013-Jun-21 09:29:52,o,n,5,4,0,1,NA,0,0,2013-Jun-21 09:30:42,w,r,n,n,0,0,0,2013-Jun-21 09:30:31,wf,n,NA,754.1833,1,n,1,2013-Jun-21 09:31:03,0,n,s402_2013_Jun_21_09-31-03,
177,cm,2013,s402,"0CLF0G90, 0CLF1ME0",ex,2,108,2012-Jun-21 21:35:41,n,y,m,y,n,,,0:29:20,2013-Jun-21 22:05:01,v,2013-Jun-21 22:05:13,c,n,NA,NA,NA,NA,NA,0,0,2013-Jun-21 22:05:01,w,l,n,n,3,0,3,2013-Jun-21 22:05:14,wf,n,754.1833,NA,1,n,2,2013-Jun-21 22:05:41,2,n,s402_2013_Jun_21_22-05-41,
178,cm,2013,s402,"0CLEJ840, 0CLEKE90",non,1,74,2013-Jun-21 17:43:00,n,y,m,y,n,,,0:29:24,NA,NA,2013-Jun-21 17:49:19,o,n,1,1,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,"not 100% sure if it is the male on the nest, no data available ( see actogram)"
179,cm,2013,s402,"0CLF42P0, 0CLF5900",non,2,108,2013-Jun-21 22:40:00,n,y,f,y,n,,,0:29:20,NA,NA,2013-Jun-21 22:43:55,o,n,25,25,NA,NA,2013-Jun-21 22:47:21,4,0:08:23,,,,,,,,,,,,NA,NA,,,,,,,,
180,cm,2013,s406,"0CLRQB70, 0CLRRHF0, 0CLRSNQ0",ex,1,75,2013-Jun-26 18:14:56,2,y,m,n,n,,,0:29:46,2013-Jun-26 18:44:42,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-26 18:44:42,w,l,NA,NA,NA,NA,NA,2013-Jun-26 18:44:43,w,NA,648.583,670.9333333,0,n,NA,2013-Jun-26 18:44:56,NA,t,s406_2013_Jun_26_18-44-56,there was no sound
181,cm,2013,s406,"0CLT1PQ0, 0CLT3000",ex,2,76,2013-Jun-27 05:26:01,3,y,f,n,n,,,0:29:48,2013-Jun-27 05:55:49,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-27 05:55:49,w,l,NA,NA,NA,NA,NA,2013-Jun-27 05:55:52,f,NA,670.9333333,697.55,1,n,NA,2013-Jun-27 05:56:01,NA,t,s406_2013_Jun_27_05-56-01,there was no sound
182,cm,2013,s406,"0CLUADG0, 0CLUBJM0, 0CLUCQ00",ex,3,77,2013-Jun-27 17:03 52,4,y,m,n,n,,,0:29:40,2013-Jun-27 17:33:32,v,2013-Jun-27 17:16:32,o,NA,6,6,NA,NA,NA,0,0,2013-Jun-27 17:33:32,w,b,NA,NA,NA,NA,NA,2013-Jun-27 17:33:34,f,NA,697.55,792.833,0,n,NA,2013-Jun-27 17:33:52,NA,t,s406_2013_Jun_27_17-33-52,part of the videos was no sound. So only partly calls available
183,cm,2013,s406,"0CLQ86K0, 0CLTN9Q0",non,1,75,2013-Jun-26 03:48:00,0,y,f,n,n,,,0:29:46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
184,cm,2013,s406,"0CLTM3J0, 0CLTN9Q0",non,2,76,2013-Jun-27 11:03:15,3,y,m,n,n,,,0:29:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
185,cm,2013,s406,"0CLUL5V0, 0CLUMC70",non,3,77,2013-Jun-27 19:54:00,4,y,f,n,n,,,0:29:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
186,cm,2013,s409,"0CLV4O80, 0CLV5UC0, 0CLV74G0",ex,1,78,2013-Jun-28 00:33:58,n,n,m,y,n,,,0:25:00,2013-Jun-28 00:58:58,a,2013-Jun-28 00:58:58,c,n,12,0,0,12,NA,0,0,2013-Jun-28 01:03:53,w,r,y,n,2,0,2,2013-Jun-28 00:58:36,wf,n,699.5,706.45,0,y,2,2013-Jun-28 01:03:58,1,n,s409_2013_Jun_28_01-03-58,
187,cm,2013,s409,"0CM0DBG0, 0CM0EHK0, 0CM0FNP0",ex,2,79,2013-Jun-28 12:20:40,n,n,f,n,n,,,0:29:51,2013-Jun-28 12:50:31,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-28 12:50:31,w,l,NA,NA,NA,NA,NA,2013-Jun-28 12:50:25,f,NA,706.45,733.5166667,NA,y,NA,2013-Jun-28 12:50:40,NA,t,s409_2013_Jun_28_12-50-40,no sound
188,cm,2013,s409,"0CM1PDM0, 0CM1QJN0, 0CM1RPO0",ex,3,80,2013-Jun-29 00:34:27,n,y,m,n,n,,,0:29:42,2013-Jun-29 01:04:09,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-29 01:04:09,w,l,NA,NA,NA,NA,NA,2013-Jun-29 01:04:11,w,NA,733.5166667,792.4,1,n,NA,2013-Jun-29 01:04:27,NA,t,s409_2013_Jun_29_01-04-27,no sound
189,cm,2013,s409,"0CM37ME0, 0CM38SH0, 0CM3A2K0",ex,4,81,2013-Jun-29 13:47:02,n,y,f,n,n,,,0:29:43,2013-Jun-29 14:16:45,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-29 14:16:45,w,l,NA,NA,NA,NA,NA,2013-Jun-29 14:16:51,w,NA,792.4,703.5666667,0,n,NA,2013-Jun-29 14:17:02,NA,t,s409_2013_Jun_29_14-17-02,no sound
190,cm,2013,s409,"0CM4H6M0, 0CM4ICO0, 0CM4JIT0",ex,5,82,2013-Jun-30 01:30:51,n,y,m,y,n,,,0:29:39,2013-Jun-30 02:00:30,a,2013-Jun-30 01:59:10,o,NA,3,3,0,0,NA,0,0,2013-Jun-30 02:00:35,w,l,y,NA,2,0,2,2013-Jun-30 02:00:36,wf,n,703.5666667,NA,2,n,3,2013-Jun-30 02:00:51,0,n,s409_2013_Jun_30_02-00-51,
191,cm,2013,s409,"0CLVTQQ0, 0CLVV110",non,1,79,2013-Jun-28 07:28:00,n,n,f,y,n,,,0:29:51,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
192,cm,2013,s409,"0CM18OV0, 0CM19V80",non,2,78,2013-Jun-28 19:40:20,n,n,m,n,n,,,0:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
193,cm,2013,s409,"0CM20HF0, 0CM21NE0",non,3,81,2013-Jun-29 02:26:00,n,y,f,n,n,,,0:29:43,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-Jun-29 2:42:06,1,0:02:31,,,,,,,,,,,,NA,NA,,,,,,,,
194,cm,2013,s409,"0CM3PGD0, 0CM3QMG0",non,4,80,2013-Jun-29 18:38:06,n,y,m,n,n,,,0:29:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
195,cm,2013,s409,"0CM682O0, 0CM698U0",non,5,82,2013-Jun-30 17:00:00,n,y,m,y,n,,,0:29:39,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
196,cm,2013,s410,"0CLK6KS0, 0CLK7R70, 0CLK9IG0",ex,1,83,2013-Jun-23 20:55:31,n,n,m,y,n,,,0:29:06,2013-Jun-23 21:24:37,v,NA,NA,NA,0,0,0,0,NA,0,0,2013-Jun-23 21:25:10,w,r,n,n,0,0,0,2013-Jun-23 20:38:16,f,n,615.667,645.4333333,0,y,0,2013-Jun-23 21:25:31,0,n,s410_2013_Jun_23_21-25-31,"incubating bird left much earlier, so the nest was empty during most of the time of observation"
197,cm,2013,s410,"0CLLCAM0, 0CLLDH20, 0CLLENC0",ex,2,84,2013-Jun-24 07:41:08,n,n,f,y,n,,,0:28:57,2013-Jun-24 08:10:05,v,2013-Jun-24 08:10:08,c,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-24 08:10:05,w,r,n,n,3,NA,3,2013-Jun-24 08:10:57,w,n,645.4333333,715.1833,3,n,3,2013-Jun-24 08:11:08,2,n,s410_2013_Jun_24_08-11-08,fieldwrokers were at nest at 7:30 
296,dt,2013,s410,"0CLMMNK0, 0CLMNTU0, 0CLMP490",ex,3,,2013-Jun-24 19:37:13,n,n,m,y,n,,,0:29:37,2013-Jun-24 20:06:50,v,2013-Jun-53 20:06:53,o,n,0,0,1,3,2013-Jun-24 19:46:47,1,0:12:19,2013-Jun-24 20:07:02,w,r,y,n,0,0,0,2013-Jun-24 20:06:53,f,y,715.1833,655.7833,0,n,2,2013-Jun-24 20:07:13,0,n,,
198,cm,2013,s410,"0CLNSLO0, 0CLNTS10, 0CLNV2D0",ex,4,86,2013-Jun-25 06:33:09,n,n,f,y,n,,,0:28:53,2013-Jun-25 07:02:02,b,2013-Jun-25 06:38:28,o,NA,1,1,NA,NA,NA,0,0,2013-Jun-25 07:02:02,f,r,y,n,3,NA,3,2013-Jun-25 07:03:00,f,n,655.7833,633.583,3,n,3,2013-Jun-25 07:03:09,1,n,s410_2013_Jun_25_07-03-01,incubating bird was basically called away off nest
199,cm,2013,s410,"0CLLIAF0, 0CLLJGP0",non,1,83,2013-Jun-23 09:10:00,n,n,f,y,n,,,0:29:06,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
200,cm,2013,s410,"0CLLTPF0, 0CLLUVR0",non,2,,2013-Jun-24 12:25:20,n,n,m,y,n,,,0:29:40,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
201,cm,2013,s410,"0CLMKAU0, 0CLMLHB0, 0CLMMNK0",non,3,,2013-Jun-24 19:00:55,n,n,m,y,n,,,0:35:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-Jun-24 19:23:09,1,0:07:46,,,,,,,,,,,,NA,NA,,,,,,,s410_2013_Jun_24_19-30-55,"Was previously scored as an exchange, but was just a fly off. Christina's initial comment: incubating bird left before new bird arrived, am not sure wether the new bird is really the other one or the same one returning, it's not clear from the actogram and only one bird is caught"
202,cm,2013,s410,"0CLMRCH0, 0CLMSIR0",non,4,84,2013-Jun-24 20:51:00,n,n,f,y,n,,,0:28:57,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
203,cm,2013,s410,"0CLNN7I0, 0CLNODS0",non,5,86,2013-Jun-25 04:46:00,n,n,f,y,n,,,0:28:53,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
204,cm,2013,s506,"00002EG0, 00003KP0",ex,1,87,2000-Jan-01 00:50:37,n,n,m,y,vfa,2012-Jun-13 21:45:01,2000-Jan-01 13:11:40,0:29:32,2000-Jan-01 01:20:09,v,2000-Jan-01 01:19:11,o,n,3,3,NA,NA,2000-Jan-01 00:53:23,4,0:04:45,2000-Jan-01 01:20:09,f,l,NA,n,NA,NA,1,2000-Jan-01 01:20:18,f,y,224.0667,148.8,1,n,0,2000-Jan-01 01:20:37,0,n,s506_2013_Jun_13_01-20-37,"I could hear people talking, maybe that's why the bird flew off that often?"
205,cm,2013,s506,"0001P1T0, 0001Q870, 0001REJ0",ex,2,88,2000-Jan-01 16:29:41,n,n,f,n,vfa,2012-Jun-13 21:45:01,2000-Jan-01 13:11:40,0:29:54,2000-Jan-01 16:59:35,v,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2000-Jan-01 16:59:35,f,l,NA,NA,NA,NA,NA,2000-Jan-01 16:55:41,f,NA,224.0167,227,0,y,NA,2000-Jan-01 16:59:41,NA,t,s506_2013_Jun_14_16-59-41,"camera set several meters away from nest because nest at ridge of water: sound available but unclear where it is coming from; one video doesn't work, so there is a time gap of 19:29 minutes (16:34:15 - 16:54:44)"
206,cm,2013,s506,"00027MH0, 00028T00",ex,3,89,2000-Jan-01 20:21:57,n,n,m,y,vfa,2012-Jun-13 21:45:01,2000-Jan-01 13:11:40,0:27:42,2000-Jan-01 20:49:39,b,2000-Jan-01 20:49:39,c,n,1,1,NA,NA,NA,0,0,2000-Jan-01 20:51:51,f,l,y,n,0,0,0,2000-Jan-01 20:46:41,f,n,227,283.1,0,y,2,2000-Jan-01 20:51:57,0,t,s506_2013_Jun_14_20-51-57,"only one bird caught at that time, when incubating bird left, one bird arrives, stays for around 2 minutes, then leaves again, one bird comes back and stays on nest. Am not sure which bird the ""middle one"" is, the male or the female"
207,cm,2013,s506,"0003ATJ0, 0003C3S0",non,1,89,2000-Jan-01 06:25:00,n,n,m,y,vfa,2012-Jun-13 21:45:01,2000-Jan-01 13:11:40,0:27:42,NA,NA,2000-Jan-01 06:29:20,o,n,5,5,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,actogram shows people around the nest a lot of times
208,cm,2013,s506,"000131B0, 000147O0",non,2,88,2000-Jan-01 10:00:00,n,n,m,y,vfa,2012-Jun-13 21:45:01,2000-Jan-01 13:11:40,0:29:54,NA,NA,NA,NA,NA,0,0,NA,NA,2000-Jan-01 10:16:49,1,0:01:04,,,,,,,,,,,,NA,NA,,,,,,,,
209,cm,2013,s506,"0001ABM0, 0001BI20",non,3,87,2000-Jan-01 12:03:04,n,n,f,y,vfa,2012-Jun-13 21:45:01,2000-Jan-01 13:11:40,0:29:32,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
210,cm,2013,s510,"0CKVL4E0, 0CKVMAO0",ex,1,90,2013-Jun-16 01:49:04,n,y,f,y,n,,,0:28:26,2013-Jun-16 02:17:30,b,2013-Jun-16 02:08:17,o,n,1,1,0,0,2013-Jun-16 01:58:05,1,0:10:12,2013-Jun-16 02:18:51,a,b,y,n,0,0,0,2013-Jun-16 02:17:42,wf,n,829.333,750.9833333,0,n,1,2013-Jun-16 02:19:04,0,n,s510_2013_Jun_16_02-19-04,
211,cm,2013,s510,"0CL11GJ0, 0CL12MV0",ex,2,,2013-Jun-16 14:20:23,n,y,m,y,n,,,,2013-Jun-16 14:50:00,a,2013-Jun-16 14:39:38,o,n,1,1,NA,NA,NA,0,0,2013-Jun-16 14:50:00,w,b,y,y,NA,NA,3,2013-Jun-16 14:50:03,wf,y,750.9833333,767.2,1,n,2,2013-Jun-16 14:50:23,0,n,s510_2013_Jun_16_14-50-23,"after ""bird on nest"" there was a bird calling ""2"" but it is not the bird on nest, maybe the one that left?"
212,cm,2013,s510,"0CL2F420, 0CL2GAJ0",ex,3,91,2013-Jun-17 03:09:37,n,y,f,y,n,,,0:27:59,2013-Jun-17 03:37:36,b,2013-Jun-17 03:37:36,c,n,1,0,0,1,NA,0,0,2013-Jun-17 03:39:14,w,r,n,n,0,0,0,2013-Jun-17 03:37:44,wf,n,767.2,674.667,0,n,0,2013-Jun-17 03:39:37,0,n,s510_2013_Jun_17_03-39-37,"verry rainy and foggy, the sight is very bad, sometimes nest not visible, videos start at 03:18:00 instead of 03:09:37, so 9 minutes too late."
213,cm,2013,s510,"0CL586H0, 0CL59CM0",ex,4,92,2013-Jun-18 04:42:19,n,y,f,y,n,,,0:29:22,2013-Jun-18 05:11:41,v,2013-Jun-18 05:11:58,un,n,1,1,NA,NA,NA,0,0,2013-Jun-18 05:11:41,w,f,n,n,NA,NA,1,2013-Jun-18 05:11:58,f,n,857.25,820.6666667,1,n,1,2013-Jun-18 05:12:19,0,n,s510_2013_Jun_18_05-12-19,
214,cm,2013,s510,"0CL6O3N0, 0CL6PA20",ex,5,93,2013-Jun-18 18:23:13,n,y,m,y,n,,,0:29:26,2013-Jun-18 18:52:39,v,2013-Jun-18 18:42:16,o,n,1,1,NA,NA,NA,0,0,2013-Jun-18 18:52:39,w,b,n,n,NA,NA,3,2013-Jun-18 18:52:59,w,NA,820.6666667,794.45,3,n,1,2013-Jun-18 18:53:13,1,n, ,
215,cm,2013,s510,"0CL86R40, 0CL881H0",ex,6,,2013-Jun-19 07:38:15,n,y,f,y,n,,,,2013-Jun-19 08:07:34,v,2013-Jun-19 08:07:38,un,n,4,4,NA,NA,NA,0,0,2013-Jun-19 08:07:34,f,l,n,n,NA,NA,3,2013-Jun-19 08:07:40,wf,n,794.45,786.7,0,n,0,2013-Jun-19 08:08:15,0,n,s510_2013_Jun_19_08-08-15,
216,cm,2013,s510,"0CL9LJD0, 0CL9MPO0",ex,7,94,2013-Jun-19 20:45:08,n,y,m,y,n,,,0:29:41,2013-Jun-19 21:14:49,v,2013-Jun-19 21:14:54,un,n,4,4,NA,NA,NA,0,0,2013-Jun-19 21:14:49,w,b,n,n,NA,NA,3,2013-Jun-19 21:14:57,wf,n,786.7,763.15,0,n,2,2013-Jun-19 21:15:08,0,t,s510_2013_Jun_19_21-15-08,"at 21:15:56 incubating bird flyss off because fieldassistant arrives at nestside, so there are not 5 minutes of observation after ""on nest"""
217,cm,2013,s510,"0CLB1A80, 0CLB2GL0, 0CLB3N20",ex,8,,2013-Jun-20 09:28:37,n,y,f,y,n,,,,2013-Jun-20 09:58:16,v,2013-Jun-20 09:58:32,c,n,2,2,NA,NA,NA,0,0,2013-Jun-20 09:58:16,f,b,n,n,0,0,0,2013-Jun-20 09:58:17,f,n,763.15,808.8,0,n,2,2013-Jun-20 09:58:37,0,n,s510_2013_Jun_20_09-58-37,
218,cm,2013,s510,"0CLCG1R0, 0CLCH860, 0CLCIEI0",ex,9,,2013-Jun-20 22:57:43,n,y,m,y,n,,,,2013-Jun-20 23:27:13,b,2013-Jun-20 23:27:13,c,n,4,4,NA,NA,NA,0,0,2013-Jun-20 23:27:13,w,l,y,n,3,0,2,2013-Jun-20 23:27:25,wf,n,808.8,NA,1,n,2,2013-Jun-20 23:27:43,0,n,s510_2013_Jun_20_23-27-43,
219,cm,2013,s510,"0CLF74E0, 0CLF8AO0, 0CLF9H20",ex,10,,2013-Jun-21 23:42:53,n,y,m,y,n,,,,2013-Jun-22 00:12:24,v,NA,un,NA,NA,NA,NA,NA,NA,0,0,2013-Jun-22 00:12:24,w,b,n,n,NA,NA,3,2013-Jun-22 00:12:42,wf,NA,686.333,NA,3,n,2,2013-Jun-22 00:12:53,0,n,s510_2013_Jun_22_00-12-53,
220,cm,2013,s510,"0CL0HTB0, 0CL0J3O0",non,1,90,2013-Jun-16 09:54:00,n,y,m,y,n,,,0:28:26,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
221,cm,2013,s510,"0CL39EB0, 0CL3AKL0",non,2,91,2013-Jun-17 10:48:00,n,y,m,y,n,,,0:27:59,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,heavy rain
222,cm,2013,s510,"0CL4UJO0, 0CL4VQ50",non,3,93,2013-Jun-18 01:55:08,n,y,f,y,n,,,0:29:26,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
223,cm,2013,s510,"0CL6FN80, 0CL6GTJ0",non,4,92,2013-Jun-18 15:54:00,n,y,m,y,n,,,0:29:22,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
224,cm,2013,s510,"0CL93JN0, 0CL94Q30",non,5,94,2013-Jun-19 15:45:00,n,y,m,y,n,,,0:29:41,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
225,cm,2013,s524,"0CM5L8K0, 0CM5MEV0, 0CM5NLA0",ex,1,95,2013-Jun-30 11:52:19,2,y,f,y,n,2013-Jul-01 12:38:47,2013-Jul-01 12:37:18,0:29:36,2013-Jun-30 12:21:55,v,2013-Jun-30 12:22:04,o,n,2,2,NA,NA,NA,0,0,2013-Jun-30 12:21:55,f,b,n,n,0,0,0,2013-Jun-30 12:22:04,f,y,781.583,740.8,0,n,0,2013-Jun-30 12:22:19,0,n,s524_2013_Jun_30_12-22-19,
226,cm,2013,s524,"0CM70D90, 0CM71JJ0, 0CM72PV0",ex,2,96,2013-Jul-01 00:12:57,3,y,m,y,n,2013-Jul-01 12:38:47,2013-Jul-01 12:37:18,0:29:33,2013-Jul-01 00:42:30,v,2013-Jul-01 00:42:08,o,n,1,1,NA,NA,NA,0,0,2013-Jul-01 00:42:30,w,b,n,n,3,0,3,2013-Jul-01 00:42:47,f,n,740.8,713.4333333,2,n,0,2013-Jul-01 00:42:57,0,n,s524_2013_Jul_01_00-42-57,
227,cm,2013,s524,"0CM8AA20, 0CM8BGD0, 0CM8CMM0",ex,3,97,2013-Jul-01 12:07:18,4,y,f,y,n,2013-Jul-01 12:38:47,2013-Jul-01 12:37:18,0:29:43,2013-Jul-01 12:37:01,v,2013-Jul-01 12:36:18,o,n,1,1,NA,NA,2013-Jul-01 12:18:08,1,0:04:43,2013-Jul-01 12:37:01,f,f,n,n,0,0,0,2013-Jul-01 12:36:23,wf,n,713.4333333,645.167,0,y,0,2013-Jul-01 12:37:18,0,n,s524_2013_Jul_01_12-37-18,
228,cm,2013,s524,"0CM4G450, 0CM4HAF0",non,1,95,2013-Jun-30 01:04:08,1,y,f,y,n,2013-Jul-01 12:38:47,2013-Jul-01 12:37:18,0:29:36,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
229,cm,2013,s524,"0CM7RUI0, 0CM7T4R0",non,2,96,2013-Jul-01 07:44:21,3,y,f,y,n,2013-Jul-01 12:38:47,2013-Jul-01 12:37:18,0:29:33,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,,,,,,,,,,,,NA,NA,,,,,,,,
230,cm,2013,s524,"0CM9BNO0, 0CM9CTT0",non,3,97,2013-Jul-01 21:17:00,4,y,m,y,n,2013-Jul-01 12:38:47,2013-Jul-01 12:37:18,0:29:43,NA,NA,NA,NA,NA,0,0,NA,NA,2013-Jul-01 21:45:32,1,0:01:11,,,,,,,,,,,,NA,NA,,,,,,,,
231,cm,2013,s526,"0CMH6IG0, 0CMH7OQ0, 0CMH8V50",ex,1,98,2013-Jul-04 20:57:02,n,y,m,y,n,2013-Jul-05 10:17:49,2013-Jul-05 10:16:19,0:28:32,2013-Jul-04 21:25:34,a,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2013-Jul-04 21:26:35,w,l,n,n,3,0,3,2013-Jul-04 21:26:44,w,n,627.25,766.1333333,1,n,3,2013-Jul-04 21:27:02,1,y,s526_2013_Jul_04_21-27-02,"incubating bird left nest at 20:33:58 and fly twice against cage, didn't return until 21:06:40, then it walked slowly and quietly calling towrds cage- I didn't count that as calling as I think it was scared by the cage"
232,cm,2013,s526,"0CMIK2C0, 0CMIL8L0, 0CMIMEU0",ex,2,99,2013-Jul-05 09:46:19,n,y,f,y,n,2013-Jul-05 10:17:49,2013-Jul-05 10:16:19,0:29:31,2013-Jul-05 10:15:50,b,2013-Jul-05 10:15:50,c,n,1,0,0,1,NA,0,0,2013-Jul-05 10:16:09,w,l,n,n,0,0,0,2013-Jul-05 10:13:10,wf,n,766.1333333,816.25,0,y,0,2013-Jul-05 10:16:19,0,n,s526_2013_Jul_05_10-16-19,
