obs_ID,observer,year,nest,start_time_video,end_dt,type,partner_present,dt_behaviour,behaviour,who,sex,comments
1,mb,2011,s303,2011-Jun-28 15:32:42,2011-Jun-28 16:02:26,ex,n,2011-Jun-28 15:58:11,c,o,f,"as Martin wrote in the comments of exchange table: new bird must have been present during the first call but was not visible, no bird flies in later from far side of the pond"
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:40:48,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:44:06,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:44:07,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:44:25,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:45:15,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:45:19,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:46:06,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:49:23,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:49:57,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:51:17,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:51:33,c,o,m,
2,mb,2011,s303,2011-Jul-01 00:26:49,2011-Jul-01 00:55:36,ex,n,2011-Jul-01 00:54:57,c,o,m,
3,cm,2011,s303,2011-Jul-01 12:55:56,2011-Jul-01 13:06:40,ex,n,2011-Jul-01 12:58:23,f,o,f,
3,cm,2011,s303,2011-Jul-01 12:55:56,2011-Jul-01 13:06:40,ex,n,2011-Jul-01 13:06:40,c,o,f,
4,cm,2011,s303,2011-Jun-30 18:55:02,2011-Jun-30 19:20:31,non,n,2011-Jun-30 19:06:07,c,o,m,
4,cm,2011,s303,2011-Jun-30 18:55:02,2011-Jun-30 19:20:31,non,n,2011-Jun-30 19:16:03,c,o,m,
4,cm,2011,s303,2011-Jun-30 18:55:02,2011-Jun-30 19:20:31,non,n,2011-Jun-30 19:18:20,c,o,m,
5,cm,2011,s303,2011-Jul-01 01:01:40,2011-Jul-01 01:18:54,non,n,,n,o,f,
6,cm,2011,s303,2011-Jul-01 14:57:00,2011-Jul-01 15:07:44,non,n,,n,o,m,
7,mb,2011,s304,2011-Jun-11 09:36:33,2011-Jun-11 10:06:19,ex,n,,n,o,m,
8,mb,2011,s304,2011-Jun-11 18:13:29,2011-Jun-11 18:42:39,ex,y,2011-Jun-11 18:42:39,c,c,m,
9,cm,2011,s304,2011-Jun-12 00:03:37,2011-Jun-12 00:33:20 ,ex,n,,n,o,m,
10,cm,2011,s304,2011-Jun-12 08:08:09,2011-Jun-12 08:37:53,ex,n,2011-Jun-12 08:12:13,c,o,f,
10,cm,2011,s304,2011-Jun-12 08:08:09,2011-Jun-12 08:37:53,ex,n,2011-Jun-12 08:34:28,c,o,f,
11,cm,2011,s304,2011-Jun-13 02:50:56,2011-Jun-13 03:20:01,ex,y,2011-Jun-13 03:20:01,c,c,m,
11,cm,2011,s304,2011-Jun-13 02:50:56,2011-Jun-13 03:20:01,ex,y,2011-Jun-13 03:20:03,c,o,f,
12,cm,2011,s304,2011-Jun-13 10:29:21,2011-Jun-13 10:59:07,ex,n,,n,o,m,
13,cm,2011,s304,2011-Jun-14 22:10:25,2011-Jun-14 22:39:44,ex,n,2011-Jun-14 22:39:44,c,c,f,
14,cm,2011,s304,2011-Jun-15 09:58:09,2011-Jun-15 10:27:12,ex,y,2011-Jun-15 10:17:27,c,o,f,
14,cm,2011,s304,2011-Jun-15 09:58:09,2011-Jun-15 10:27:12,ex,y,2011-Jun-15 10:17:28,c,c,m,
14,cm,2011,s304,2011-Jun-15 09:58:09,2011-Jun-15 10:27:12,ex,y,2011-Jun-15 10:17:42,c,o,f,
14,cm,2011,s304,2011-Jun-15 09:58:09,2011-Jun-15 10:27:12,ex,y,2011-Jun-15 10:17:43,c,c,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,,2011-Jun-15 19:06:31,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:06:31,f,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:07:53,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:09:40,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:10:17,f,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:10:17,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:19:41,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:27:13,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,n,2011-Jun-15 19:33:50,c,o,m,
15,cm,2011,s304,2011-Jun-15 19:04:25,2011-Jun-15 19:34:17,ex,y,2011-Jun-15 19:34:10,c,c,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:19:57,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:20:04,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:21:22,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:41:34,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,n,2011-Jun-16 08:42:01,c,o,f,
16,cm,2011,s304,2011-Jun-16 08:12:44,2011-Jun-16 08:42:09,ex,y,2011-Jun-16 08:42:09,c,c,m,
17,cm,2011,s304,2011-Jun-16 17:43:46,2011-Jun-16 18:13:19,ex,n,2011-Jun-16 17:47:48,c,o,m,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:12:40,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:12:48,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:12:57,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:13:06,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:13:20,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:13:26,c,o,f,
18,cm,2011,s304,2011-Jun-17 06:00:25,2011-Jun-17 06:29:21,ex,n,2011-Jun-17 06:13:31,c,o,f,
19,cm,2011,s304,2011-Jun-17 15:55:25,2011-Jun-17 16:25:17,ex,n,2011-Jun-17 16:22:13,c,o,m,
20,cm,2011,s304,2011-Jun-18 05:06:28,2011-Jun-18 05:35:28,ex,n,2011-Jun-18 05:20:58,c,o,f,
20,cm,2011,s304,2011-Jun-18 05:06:28,2011-Jun-18 05:35:28,ex,n,2011-Jun-18 05:21:12,c,o,f,
20,cm,2011,s304,2011-Jun-18 05:06:28,2011-Jun-18 05:35:28,ex,n,2011-Jun-18 05:35:30,c,o,f,
21,cm,2011,s304,2011-Jun-18 14:00:28,2011-Jun-18 14:30:08,ex,n,2011-Jun-18 14:25:43,c,o,m,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:46:24,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:51:12,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:51:28,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:51:43,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:52:03,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:52:14,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:52:42,c,o,f,
22,cm,2011,s304,2011-Jun-19 04:30:49,2011-Jun-19 05:00:26,ex,n,2011-Jun-19 04:54:11,c,o,f,
23,cm,2011,s304,2011-Jun-19 16:18:42,2011-Jun-19 16:48:17,ex,n,2011-Jun-19 16:19:19,c,o,m,
23,cm,2011,s304,2011-Jun-19 16:18:42,2011-Jun-19 16:48:17,ex,n,2011-Jun-19 16:43:51,c,o,m,
24,cm,2011,s304,2011-Jun-20 06:21:54,2011-Jun-20 06:51:19,ex,n,2011-Jun-20 06:47:53,c,o,f,
25,cm,2011,s304,2011-Jun-20 19:05:47,2011-Jun-20 19:35:23,ex,n,,n,o,m,
26,cm,2011,s304,2011-Jun-21 07:14:00,2011-Jun-21 07:43:22,ex,n,2011-Jun-21 07:37:02,c,o,f,
26,cm,2011,s304,2011-Jun-21 07:14:00,2011-Jun-21 07:43:22,ex,n,2011-Jun-21 07:41:48,c,o,f,
26,cm,2011,s304,2011-Jun-21 07:14:00,2011-Jun-21 07:43:22,ex,n,2011-Jun-21 07:43:06,c,o,f,
27,cm,2011,s304,2011-Jun-12 02:17:03,2011-Jun-12 02:46:47,non,n,,n,o,f,
28,cm,2011,s304,2011-Jun-13 06:26:30,2011-Jun-13 06:55:31,non,n,2011-Jun-13 06:32:40,c,o,m,
28,cm,2011,s304,2011-Jun-13 06:26:30,2011-Jun-13 06:55:31,non,n,2011-Jun-13 06:40:15,c,o,m,
29,cm,2011,s304,2011-Jun-14 15:48:38,2011-Jun-14 16:17:57,non,n,2011-Jun-14 16:06:15,c,o,m,
29,cm,2011,s304,2011-Jun-14 15:48:38,2011-Jun-14 16:17:57,non,n,2011-Jun-14 16:11:43,c,o,m,
30,cm,2011,s304,2011-Jun-15 01:14:57,2011-Jun-15 01:44:00,non,n,,n,o,f,
31,cm,2011,s304,2011-Jun-15 21:56:30,2011-Jun-15 22:26:22,non,n,2011-Jun-15 22:25:00,c,o,f,
32,cm,2011,s703,2011-Jun-18 19:35:58,2011-Jun-18 20:05:08,ex,n,2011-Jun-18 19:39:17,c,o,m,
32,cm,2011,s703,2011-Jun-18 19:35:58,2011-Jun-18 20:05:08,ex,n,2011-Jun-18 19:39:53,c,o,m,
32,cm,2011,s703,2011-Jun-18 19:35:58,2011-Jun-18 20:05:08,ex,n,2011-Jun-18 19:44:37,c,o,m,
32,cm,2011,s703,2011-Jun-18 19:35:58,2011-Jun-18 20:05:08,ex,n,2011-Jun-18 19:54:08,c,o,m,
32,cm,2011,s703,2011-Jun-18 19:35:58,2011-Jun-18 20:05:08,ex,n,2011-Jun-18 19:57:45,c,o,m,
33,mb,2011,s703,2011-Jun-19 06:16:06,2011-Jun-19 06:45:52,ex,n,2011-Jun-19 06:22:41,c,o,m,
34,cm,2011,s703,2011-Jun-19 17:57:50,2011-Jun-19 18:27:17,ex,n,2011-Jun-19 18:02:21,f,o,f,
34,cm,2011,s703,2011-Jun-19 17:57:50,2011-Jun-19 18:27:17,ex,n,2011-Jun-19 18:04:38,c,o,f,
35,cm,2011,s703,2011-Jun-20 04:14:53,2011-Jun-20 04:44:35,ex,n,2011-Jun-20 04:28:50,c,o,m,
36,cm,2011,s703,2011-Jun-20 18:21:02,2011-Jun-20 18:50:48,ex,n,2011-Jun-20 18:44:26,c,o,f,
36,cm,2011,s703,2011-Jun-20 18:21:02,2011-Jun-20 18:50:48,ex,n,2011-Jun-20 18:50:25,c,c,m,
36,cm,2011,s703,2011-Jun-20 18:21:02,2011-Jun-20 18:50:48,ex,n,2011-Jun-20 18:50:43,c,c,m,
37,cm,2011,s703,2011-Jun-21 06:17:05,2011-Jun-21 06:46:17,ex,n,2011-Jun-21 06:31:02,f,o,m,
37,cm,2011,s703,2011-Jun-21 06:17:05,2011-Jun-21 06:46:17,ex,n,2011-Jun-21 06:32:27,c,o,m,
37,cm,2011,s703,2011-Jun-21 06:17:05,2011-Jun-21 06:46:17,ex,n,2011-Jun-21 06:39:45,c,o,m,
38,cm,2011,s703,2011-Jun-19 12:57:10,2011-Jun-19 13:26:56,non,n,2011-Jun-19 13:08:16,f,o,f,
38,cm,2011,s703,2011-Jun-19 12:57:10,2011-Jun-19 13:26:56,non,n,2011-Jun-19 13:16:50,f,o,f,
39,cm,2011,s703,2011-Jun-19 21:35:33,2011-Jun-19 22:05:00,non,n,,n,o,m,
40,cm,2011,s703,2011-Jun-20 16:33:19,2011-Jun-20 17:03:01,non,n,,n,o,f,
41,cm,2011,s703,2011-Jun-20 20:50:27,2011-Jun-20 21:19:04,non,n,,n,o,m,
42,cm,2011,s703,2011-Jun-21 00:32:04,2011-Jun-21 01:01:16,non,n,,n,o,m,
43,cm,2011,s302,2011-Jun-18  18:12:37,2011-Jun-18 18:42:07,ex,n,2011-Jun-18 18:20:37,f,o,m,
43,cm,2011,s302,2011-Jun-18  18:12:37,2011-Jun-18 18:42:07,ex,n,2011-Jun-18 18:21:55,c,o,m,
43,cm,2011,s302,2011-Jun-18  18:12:37,2011-Jun-18 18:42:07,ex,n,2011-Jun-18 18:25:14,c,o,m,
44,cm,2011,s302,2011-Jun-18 16:57:00,2011-Jun-18 17:26:30,non,n,2011-Jun-18 17:02:45,c,o,m,"there was a fly-off, it was because of fieldworkers, though"
44,cm,2011,s302,2011-Jun-18 16:57:00,2011-Jun-18 17:26:30,non,n,2011-Jun-18 17:16:29,c,o,m,
45,cm,2011,s302,2011-Jun-19 15:34:53,2011-Jun-19 16:04:39,non,n,,n,o,m,
47,cm,2011,s513,2011-Jun-30 12:07:45,2011-Jun-30 12:37:21,ex,n,2011-Jun-30 12:19:08,c,o,f,
47,cm,2011,s513,2011-Jun-30 12:07:45,2011-Jun-30 12:37:21,ex,n,2011-Jun-30 12:36:35,c,c,m,
47,cm,2011,s513,2011-Jun-30 12:07:45,2011-Jun-30 12:37:21,ex,n,2011-Jun-30 12:36:46,c,c,m,
47,cm,2011,s513,2011-Jun-30 12:07:45,2011-Jun-30 12:37:21,ex,n,2011-Jun-30 12:36:56,c,c,m,
47,cm,2011,s513,2011-Jun-30 12:07:45,2011-Jun-30 12:37:21,ex,n,2011-Jun-30 12:37:12,c,c,m,
48,cm,2011,s513,2011-Jun-30 13:38:21,2011-Jun-30 13:57:57,non,n,2011-Jun-30 13:55:39,f,o,m,
49,cm,2011,s710,2011-Jun-28 17:12:32,2011-Jun-28 17:42:04,non,NA,2011-Jun-28 17:41:08,c,o,m,
50,cm,2011,s710,2011-Jun-28 20:00:22,2011-Jun-28 20:29:05,non,n,2011-Jun-28 20:03:47,c,o,f,
50,cm,2011,s710,2011-Jun-28 20:00:22,2011-Jun-28 20:29:05,non,n,2011-Jun-28 20:03:52,c,o,f,
51,cm,2012,s313,2012-Jun-28 05:32:36,2012-Jun-28 06:01:15,ex,n,2012-Jun-28 06:01:15,c,c,m,
52,cm,2012,s313,2012-Jun-28 22:45:00,2012-Jun-28 23:14:52,ex,n,,n,o,m,
53,cm,2012,s313,2012-Jun-28 13:40:40,2012-Jun-28 14:10:32,non,n,,n,o,m,
54,cm,2012,s313,2012-Jun-28 20:04:25,2012-Jun-28 20:32:54,non,n,2012-Jun-28 20:20:05,c,o,m,
55,cm,2012,s314,2012-Jun-27 23:05:44,2012-Jun-27 23:35:28,ex,n,2012-Jun-27 23:22:16,c,o,f,
55,cm,2012,s314,2012-Jun-27 23:05:44,2012-Jun-27 23:35:28,ex,n,2012-Jun-27 23:32:38,c,o,f,
56,cm,2012,s314,2012-Jun-28 00:05:00,2012-Jun-28 00:34:44,non,n,,n,o,m,
57,cm,2012,s403,2012-Jun-12 22:29:03,2012-Jun-12 22:57:12,ex,n,,n,o,m,
58,cm,2012,s403,2012-Jun-13 07:41:46,2012-Jun-13 08:11:06,ex,n,2012-Jun-13 07:52:02,c,o,f,
58,cm,2012,s403,2012-Jun-13 07:41:46,2012-Jun-13 08:11:06,ex,n,2012-Jun-13 08:09:50,c,o,f,
58,cm,2012,s403,2012-Jun-13 07:41:46,2012-Jun-13 08:11:06,ex,n,2012-Jun-13 08:10:18,c,o,f,
58,cm,2012,s403,2012-Jun-13 07:41:46,2012-Jun-13 08:11:06,ex,n,2012-Jun-13 08:10:32,c,o,f,
59,cm,2012,s403,2012-Jun-13 21:03:15,2012-Jun-13 21:31:15,ex,n,2012-Jun-13 21:29:04,c,o,m,
60,cm,2012,s403,2012-Jun-14 07:23:45,2012-Jun-14 07:53:24,ex,n,,n,o,f,
61,cm,2012,s403,2012-Jun-14 19:09:49,2012-Jun-14 19:39:20,ex,n,,n,o,m,
62,cm,2012,s403,2012-Jun-15 18:40:59,2012-Jun-15 19:10:18,ex,n,,n,o,m,
63,cm,2012,s403,2012-Jun-16 19:29:15,2012-Jun-16 19:58:48,ex,y,2012-Jun-16 19:58:48,c,c,f,
64,cm,2012,s403,2012-Jun-17 07:08:00,2012-Jun-17 07:37:34,ex,n,,n,o,f,
65,cm,2012,s403,2012-Jun-12 21:40:13,2012-Jun-12 22:08:22,non,n,,n,o,m,
66,cm,2012,s403,2012-Jun-13 03:30:00,2012-Jun-13 03:59:20,non,n,2012-Jun-13 03:34:13,c,o,f,
67,cm,2012,s403,2012-Jun-13 09:54:00,2012-Jun-13 10:24:00,non,n,,n,o,m,
68,cm,2012,s403,2012-Jun-14 09:45:00,2012-Jun-14 10:14:39,non,n,,n,o,m,
69,cm,2012,s403,2012-Jun-14 21:15:00,2012-Jun-14 21:44:31,non,n,,n,o,f,
70,cm,2012,s502,2000-Jan-04 09:11:17,2000-Jan-04 09:32:23,ex,n,2000-Jan-04 09:24:59 ,c,o,f,
70,cm,2012,s502,2000-Jan-04 09:11:17,2000-Jan-04 09:32:23,ex,n,2000-Jan-04 09:25:16,c,o,f,
70,cm,2012,s502,2000-Jan-04 09:11:17,2000-Jan-04 09:32:23,ex,n,2000-Jan-04 09:25:28 ,c,o,f,
70,cm,2012,s502,2000-Jan-04 09:11:17,2000-Jan-04 09:32:23,ex,n,2000-Jan-04 09:25:35,c,o,f,
70,cm,2012,s502,2000-Jan-04 09:11:17,2000-Jan-04 09:32:23,ex,n,2000-Jan-04 09:25:47 ,c,o,f,
70,cm,2012,s502,2000-Jan-04 09:11:17,2000-Jan-04 09:32:23,ex,n,2000-Jan-04 09:26:03,c,o,f,
71,cm,2012,s502,2000-Jan-04 18:31:05,2000-Jan-04 18:40:19,ex,n,2000-Jan-04 18:34:21,f,o,m,
71,cm,2012,s502,2000-Jan-04 18:31:05,2000-Jan-04 18:40:19,ex,n,2000-Jan-04 18:34:21,c,o,m,
72,cm,2012,s502,2000-Jan-05 07:46:15,2000-Jan-05 08:15:41,ex,n,2000-Jan-05 07:50:32,c,o,f,
72,cm,2012,s502,2000-Jan-05 07:46:15,2000-Jan-05 08:15:41,ex,n,2000-Jan-05 08:06:54,c,o,f,
72,cm,2012,s502,2000-Jan-05 07:46:15,2000-Jan-05 08:15:41,ex,n,2000-Jan-05 08:14:27,c,o,f,
